Well	Cycle	Target Name	Rn	dRn
B5	20	GAPDH	0.3921	0.0112
B5	21	GAPDH	0.4158	0.0319
B5	22	GAPDH	0.4491	0.062
B5	23	GAPDH	0.512	0.1217
B5	24	GAPDH	0.6062	0.2127
B5	25	GAPDH	0.7175	0.3208
B5	26	GAPDH	0.8282	0.4284
B5	27	GAPDH	0.9212	0.5182
B5	28	GAPDH	1.0008	0.5945
B5	29	GAPDH	1.0832	0.6737
B5	30	GAPDH	1.1545	0.7419
B5	31	GAPDH	1.2301	0.8143
B5	32	GAPDH	1.2959	0.8769
B5	33	GAPDH	1.3533	0.9312
B5	34	GAPDH	1.4219	0.9966
B5	35	GAPDH	1.4723	1.0438
B5	36	GAPDH	1.5309	1.0992
B5	37	GAPDH	1.5829	1.148
B5	38	GAPDH	1.6367	1.1987
B5	39	GAPDH	1.6976	1.2564
B5	40	GAPDH	1.7436	1.2992
B6	1	GAPDH	0.312	0.0053
B6	2	GAPDH	0.3143	0.0042
B6	3	GAPDH	0.3156	0.0022
B6	4	GAPDH	0.3178	0.0011
B6	5	GAPDH	0.3201	0.0001
B6	6	GAPDH	0.3223	-0.001
B6	7	GAPDH	0.3261	-0.0006
B6	8	GAPDH	0.3294	-0.0006
B6	9	GAPDH	0.3325	-0.0008
B6	10	GAPDH	0.3367	0.0001
B6	11	GAPDH	0.3389	-0.001
B6	12	GAPDH	0.3426	-0.0007
B6	13	GAPDH	0.3457	-0.0009
B6	14	GAPDH	0.3493	-0.0006
B6	15	GAPDH	0.3528	-0.0004
B6	16	GAPDH	0.3572	0.0007
B6	17	GAPDH	0.3594	-0.0004
B6	18	GAPDH	0.366	0.0029
B6	19	GAPDH	0.3738	0.0074
B6	20	GAPDH	0.387	0.0172
B6	21	GAPDH	0.4075	0.0344
B6	22	GAPDH	0.4473	0.0709
B6	23	GAPDH	0.5131	0.1334
B6	24	GAPDH	0.6099	0.2268
B6	25	GAPDH	0.7278	0.3415
B6	26	GAPDH	0.8418	0.4521
B6	27	GAPDH	0.9421	0.5492
B6	28	GAPDH	1.0305	0.6342
B6	29	GAPDH	1.1162	0.7166
B6	30	GAPDH	1.1937	0.7908
B6	31	GAPDH	1.271	0.8647
B6	32	GAPDH	1.3416	0.932
B6	33	GAPDH	1.4106	0.9977
B6	34	GAPDH	1.4775	1.0613
B6	35	GAPDH	1.5388	1.1193
B6	36	GAPDH	1.5988	1.176
B6	37	GAPDH	1.6569	1.2308
B6	38	GAPDH	1.7129	1.2835
B6	39	GAPDH	1.7681	1.3353
B6	40	GAPDH	1.8185	1.3825
B7	1	OSM-9	0.3542	-0.0116
B7	2	OSM-9	0.3632	-0.0056
B7	3	OSM-9	0.3678	-0.0038
B7	4	OSM-9	0.3719	-0.0027
B7	5	OSM-9	0.3762	-0.0013
B7	6	OSM-9	0.3798	-0.0005
B7	7	OSM-9	0.3847	0.0015
B7	8	OSM-9	0.3875	0.0014
B7	9	OSM-9	0.3906	0.0016
B7	10	OSM-9	0.3941	0.0022
B7	11	OSM-9	0.3961	0.0013
B7	12	OSM-9	0.3989	0.0013
B7	13	OSM-9	0.4028	0.0022
B7	14	OSM-9	0.4053	0.0018
B7	15	OSM-9	0.407	0.0007
B7	16	OSM-9	0.4107	0.0015
B7	17	OSM-9	0.4125	0.0004
B7	18	OSM-9	0.4148	-0.0002
B7	19	OSM-9	0.4171	-0.0007
B7	20	OSM-9	0.4209	0.0001
B7	21	OSM-9	0.4208	-0.0029
B7	22	OSM-9	0.4237	-0.0028
B7	23	OSM-9	0.4281	-0.0013
B7	24	OSM-9	0.4306	-0.0017
B7	25	OSM-9	0.4336	-0.0016
B7	26	OSM-9	0.4386	0.0004
B7	27	OSM-9	0.4442	0.0032
B7	28	OSM-9	0.4485	0.0046
B7	29	OSM-9	0.4628	0.016
B7	30	OSM-9	0.4873	0.0376
B7	31	OSM-9	0.5328	0.0802
B7	32	OSM-9	0.6078	0.1523
B7	33	OSM-9	0.7272	0.2689
B7	34	OSM-9	0.8962	0.435
B7	35	OSM-9	1.1075	0.6434
B7	36	OSM-9	1.3322	0.8652
B7	37	OSM-9	1.5427	1.0728
B7	38	OSM-9	1.7374	1.2646
B7	39	OSM-9	1.9132	1.4375
B7	40	OSM-9	2.0775	1.5989
B8	1	OSM-9	0.3709	-0.0119
B8	2	OSM-9	0.3807	-0.0054
B8	3	OSM-9	0.3849	-0.0043
B8	4	OSM-9	0.3897	-0.0028
B8	5	OSM-9	0.3939	-0.0019
B8	6	OSM-9	0.3982	-0.0008
B8	7	OSM-9	0.4024	0.0001
B8	8	OSM-9	0.406	0.0005
B8	9	OSM-9	0.4096	0.0007
B8	10	OSM-9	0.4135	0.0014
B8	11	OSM-9	0.4169	0.0015
B8	12	OSM-9	0.4205	0.0019
B8	13	OSM-9	0.4241	0.0022
B8	14	OSM-9	0.4273	0.0021
B8	15	OSM-9	0.4301	0.0017
B8	16	OSM-9	0.4329	0.0013
B8	17	OSM-9	0.4366	0.0017
B8	18	OSM-9	0.4402	0.0021
B8	19	OSM-9	0.4434	0.0019
B8	20	OSM-9	0.445	0.0003
B8	21	OSM-9	0.4482	0.0002
B8	22	OSM-9	0.4505	-0.0007
B8	23	OSM-9	0.4534	-0.0011
B8	24	OSM-9	0.4564	-0.0013
B8	25	OSM-9	0.46	-0.001
B8	26	OSM-9	0.4604	-0.0038
B8	27	OSM-9	0.4658	-0.0017
B8	28	OSM-9	0.4726	0.0018
B8	29	OSM-9	0.4871	0.013
B8	30	OSM-9	0.5027	0.0254
B8	31	OSM-9	0.5421	0.0616
B8	32	OSM-9	0.6068	0.123
B8	33	OSM-9	0.7118	0.2247
B8	34	OSM-9	0.8673	0.377
B8	35	OSM-9	1.0674	0.5738
B8	36	OSM-9	1.2879	0.7911
B8	37	OSM-9	1.5012	1.001
B8	38	OSM-9	1.6981	1.1947
B8	39	OSM-9	1.8809	1.3743
B8	40	OSM-9	2.0467	1.5369
B9	1	OSM-9	0.3629	-0.0169
B9	2	OSM-9	0.3734	-0.0103
B9	3	OSM-9	0.3814	-0.0062
B9	4	OSM-9	0.3873	-0.0043
B9	5	OSM-9	0.3935	-0.0021
B9	6	OSM-9	0.3981	-0.0014
B9	7	OSM-9	0.4034	0
B9	8	OSM-9	0.4088	0.0014
B9	9	OSM-9	0.4134	0.0021
B9	10	OSM-9	0.4178	0.0026
B9	11	OSM-9	0.4218	0.0026
B9	12	OSM-9	0.4268	0.0037
B9	13	OSM-9	0.4314	0.0043
B9	14	OSM-9	0.4336	0.0025
B9	15	OSM-9	0.4371	0.0021
B9	16	OSM-9	0.4416	0.0027
B9	17	OSM-9	0.445	0.0021
B9	18	OSM-9	0.4483	0.0015
B9	19	OSM-9	0.4506	-0.0001
B9	20	OSM-9	0.4535	-0.0012
B9	21	OSM-9	0.4546	-0.004
B9	22	OSM-9	0.4603	-0.0023
B9	23	OSM-9	0.4638	-0.0027
B9	24	OSM-9	0.4671	-0.0033
B9	25	OSM-9	0.4702	-0.0042
B9	26	OSM-9	0.4803	0.002
B9	27	OSM-9	0.4905	0.0082
B9	28	OSM-9	0.5104	0.0242
B9	29	OSM-9	0.5481	0.0579
B9	30	OSM-9	0.6136	0.1195
B9	31	OSM-9	0.7191	0.2211
B9	32	OSM-9	0.8748	0.3728
B9	33	OSM-9	1.0751	0.5691
B9	34	OSM-9	1.2939	0.784
B9	35	OSM-9	1.5068	0.993
B9	36	OSM-9	1.6975	1.1797
B9	37	OSM-9	1.8659	1.3442
B9	38	OSM-9	2.0153	1.4896
B9	39	OSM-9	2.1569	1.6272
B9	40	OSM-9	2.2815	1.7479
B10	1	OSM-9	0.3453	-0.018
B10	2	OSM-9	0.3575	-0.01
B10	3	OSM-9	0.3651	-0.0065
B10	4	OSM-9	0.372	-0.0038
B10	5	OSM-9	0.3775	-0.0024
B10	6	OSM-9	0.3827	-0.0015
B10	7	OSM-9	0.3885	0.0002
B10	8	OSM-9	0.394	0.0015
B10	9	OSM-9	0.3978	0.0011
B10	10	OSM-9	0.4036	0.0027
B10	11	OSM-9	0.4078	0.0027
B10	12	OSM-9	0.4118	0.0026
B10	13	OSM-9	0.4164	0.0029
B10	14	OSM-9	0.4209	0.0032
B10	15	OSM-9	0.4253	0.0035
B10	16	OSM-9	0.4282	0.0022
B10	17	OSM-9	0.4326	0.0025
B10	18	OSM-9	0.4355	0.0012
B10	19	OSM-9	0.4397	0.0012
B10	20	OSM-9	0.4424	-0.0003
B10	21	OSM-9	0.4455	-0.0013
B10	22	OSM-9	0.4507	-0.0004
B10	23	OSM-9	0.4524	-0.0029
B10	24	OSM-9	0.4559	-0.0036
B10	25	OSM-9	0.4589	-0.0047
B10	26	OSM-9	0.4668	-0.001
B10	27	OSM-9	0.4813	0.0093
B10	28	OSM-9	0.5071	0.0309
B10	29	OSM-9	0.55	0.0696
B10	30	OSM-9	0.6175	0.133
B10	31	OSM-9	0.7369	0.2482
B10	32	OSM-9	0.9134	0.4205
B10	33	OSM-9	1.1397	0.6427
B10	34	OSM-9	1.3885	0.8872
B10	35	OSM-9	1.6294	1.1239
B10	36	OSM-9	1.8492	1.3396
B10	37	OSM-9	2.0423	1.5285
B10	38	OSM-9	2.2165	1.6985
B10	39	OSM-9	2.3801	1.8579
B10	40	OSM-9	2.5245	1.9982
B11	1	OSM-9	0.2072	0.003
B11	2	OSM-9	0.2073	0.0018
B11	3	OSM-9	0.209	0.0021
B11	4	OSM-9	0.2077	-0.0006
B11	5	OSM-9	0.2101	0.0004
B11	6	OSM-9	0.2112	0.0002
B11	7	OSM-9	0.2115	-0.0009
B11	8	OSM-9	0.2136	-0.0002
B11	9	OSM-9	0.2141	-0.0011
B11	10	OSM-9	0.2157	-0.0009
B11	11	OSM-9	0.2175	-0.0004
B11	12	OSM-9	0.2198	0.0005
B11	13	OSM-9	0.2226	0.0019
B11	14	OSM-9	0.2224	0.0003
B11	15	OSM-9	0.2215	-0.002
B11	16	OSM-9	0.2245	-0.0003
B11	17	OSM-9	0.2272	0.001
B11	18	OSM-9	0.229	0.0014
B11	19	OSM-9	0.2285	-0.0004
B11	20	OSM-9	0.2302	-0.0001
B11	21	OSM-9	0.2316	-0.0001
B11	22	OSM-9	0.2318	-0.0013
B11	23	OSM-9	0.2342	-0.0002
B11	24	OSM-9	0.2341	-0.0018
B11	25	OSM-9	0.2375	0.0003
B11	26	OSM-9	0.2381	-0.0005
B11	27	OSM-9	0.2429	0.0029
B11	28	OSM-9	0.2513	0.01
B11	29	OSM-9	0.2718	0.029
B11	30	OSM-9	0.3066	0.0625
B11	31	OSM-9	0.3626	0.1172
B11	32	OSM-9	0.4635	0.2166
B11	33	OSM-9	0.6186	0.3704
B11	34	OSM-9	0.8271	0.5775
B11	35	OSM-9	1.0631	0.8121
B11	36	OSM-9	1.297	1.0446
B11	37	OSM-9	1.5074	1.2537
B11	38	OSM-9	1.6931	1.4379
B11	39	OSM-9	1.8688	1.6123
B11	40	OSM-9	2.0257	1.7678
B12	1	OSM-9	0.1292	-0.0048
B12	2	OSM-9	0.138	0.0023
B12	3	OSM-9	0.139	0.0015
B12	4	OSM-9	0.1412	0.0019
B12	5	OSM-9	0.1416	0.0006
B12	6	OSM-9	0.1426	-0.0001
B12	7	OSM-9	0.1432	-0.0013
B12	8	OSM-9	0.146	-0.0003
B12	9	OSM-9	0.1471	-0.0009
B12	10	OSM-9	0.1488	-0.001
B12	11	OSM-9	0.1511	-0.0005
B12	12	OSM-9	0.1543	0.001
B12	13	OSM-9	0.1556	0.0005
B12	14	OSM-9	0.1559	-0.001
B12	15	OSM-9	0.1582	-0.0005
B12	16	OSM-9	0.1605	0.0001
B12	17	OSM-9	0.1614	-0.0008
B12	18	OSM-9	0.1627	-0.0012
B12	19	OSM-9	0.166	0.0003
B12	20	OSM-9	0.1662	-0.0012
B12	21	OSM-9	0.1686	-0.0006
B12	22	OSM-9	0.1711	0.0001
B12	23	OSM-9	0.1726	-0.0001
B12	24	OSM-9	0.1746	0.0001
B12	25	OSM-9	0.1771	0.0009
B12	26	OSM-9	0.1802	0.0023
B12	27	OSM-9	0.1862	0.0064
B12	28	OSM-9	0.2005	0.019
B12	29	OSM-9	0.2214	0.0381
B12	30	OSM-9	0.2576	0.0726
B12	31	OSM-9	0.3249	0.1381
B12	32	OSM-9	0.4377	0.2492
B12	33	OSM-9	0.6032	0.4129
B12	34	OSM-9	0.8174	0.6253
B12	35	OSM-9	1.0516	0.8578
B12	36	OSM-9	1.2777	1.0821
B12	37	OSM-9	1.4773	1.2799
B12	38	OSM-9	1.6557	1.4566
B12	39	OSM-9	1.8212	1.6203
B12	40	OSM-9	1.9672	1.7646
C1	1	OSM-9	0.2756	-0.0083
C1	2	OSM-9	0.2829	-0.0037
C1	3	OSM-9	0.2864	-0.0029
C1	4	OSM-9	0.2895	-0.0026
C1	5	OSM-9	0.2929	-0.0019
C1	6	OSM-9	0.2964	-0.0012
C1	7	OSM-9	0.3003	-0
C1	8	OSM-9	0.304	0.001
C1	9	OSM-9	0.3078	0.002
C1	10	OSM-9	0.3095	0.001
C1	11	OSM-9	0.3129	0.0016
C1	12	OSM-9	0.3164	0.0024
C1	13	OSM-9	0.3197	0.003
C1	14	OSM-9	0.3206	0.0012
C1	15	OSM-9	0.323	0.0008
C1	16	OSM-9	0.3269	0.002
C1	17	OSM-9	0.3282	0.0006
C1	18	OSM-9	0.3308	0.0004
C1	19	OSM-9	0.3326	-0.0005
C1	20	OSM-9	0.3352	-0.0006
C1	21	OSM-9	0.3377	-0.0009
C1	22	OSM-9	0.3407	-0.0007
C1	23	OSM-9	0.3421	-0.002
C1	24	OSM-9	0.3446	-0.0022
C1	25	OSM-9	0.3487	-0.0009
C1	26	OSM-9	0.3529	0.0006
C1	27	OSM-9	0.3614	0.0064
C1	28	OSM-9	0.376	0.0183
C1	29	OSM-9	0.4058	0.0453
C1	30	OSM-9	0.4532	0.0899
C1	31	OSM-9	0.5395	0.1736
C1	32	OSM-9	0.6725	0.3038
C1	33	OSM-9	0.8547	0.4833
C1	34	OSM-9	1.0694	0.6953
C1	35	OSM-9	1.2871	0.9102
C1	36	OSM-9	1.4937	1.114
C1	37	OSM-9	1.6736	1.2912
C1	38	OSM-9	1.8407	1.4556
C1	39	OSM-9	1.9916	1.6038
C1	40	OSM-9	2.127	1.7364
C2	1	OSM-9	0.3121	0.0013
C2	2	OSM-9	0.318	0.0039
C2	3	OSM-9	0.3204	0.0029
C2	4	OSM-9	0.3224	0.0016
C2	5	OSM-9	0.3257	0.0016
C2	6	OSM-9	0.3283	0.0008
C2	7	OSM-9	0.3316	0.0008
C2	8	OSM-9	0.3345	0.0003
C2	9	OSM-9	0.3377	0.0002
C2	10	OSM-9	0.3403	-0.0005
C2	11	OSM-9	0.3433	-0.0009
C2	12	OSM-9	0.3464	-0.0011
C2	13	OSM-9	0.3492	-0.0016
C2	14	OSM-9	0.353	-0.0011
C2	15	OSM-9	0.3561	-0.0014
C2	16	OSM-9	0.3599	-0.001
C2	17	OSM-9	0.362	-0.0021
C2	18	OSM-9	0.3659	-0.0016
C2	19	OSM-9	0.3693	-0.0015
C2	20	OSM-9	0.3717	-0.0025
C2	21	OSM-9	0.375	-0.0025
C2	22	OSM-9	0.3779	-0.0029
C2	23	OSM-9	0.3817	-0.0025
C2	24	OSM-9	0.3873	-0.0002
C2	25	OSM-9	0.3971	0.0062
C2	26	OSM-9	0.403	0.0088
C2	27	OSM-9	0.4118	0.0143
C2	28	OSM-9	0.4268	0.0259
C2	29	OSM-9	0.4526	0.0484
C2	30	OSM-9	0.4951	0.0875
C2	31	OSM-9	0.5684	0.1575
C2	32	OSM-9	0.6811	0.2669
C2	33	OSM-9	0.8445	0.4269
C2	34	OSM-9	1.0478	0.6269
C2	35	OSM-9	1.2631	0.8389
C2	36	OSM-9	1.4681	1.0405
C2	37	OSM-9	1.6518	1.2209
C2	38	OSM-9	1.8154	1.3812
C2	39	OSM-9	1.9693	1.5317
C2	40	OSM-9	2.1063	1.6654
C3	1	OSM-9	0.2935	0.0006
C3	2	OSM-9	0.2954	0.0002
C3	3	OSM-9	0.2962	-0.0013
C3	4	OSM-9	0.2973	-0.0026
C3	5	OSM-9	0.2995	-0.0026
C3	6	OSM-9	0.3023	-0.0022
C3	7	OSM-9	0.3055	-0.0013
C3	8	OSM-9	0.3083	-0.0009
C3	9	OSM-9	0.3099	-0.0015
C3	10	OSM-9	0.3131	-0.0007
C3	11	OSM-9	0.3171	0.001
C3	12	OSM-9	0.3193	0.0009
C3	13	OSM-9	0.3219	0.0011
C3	14	OSM-9	0.3252	0.0021
C3	15	OSM-9	0.3273	0.0019
C3	16	OSM-9	0.3298	0.0021
C3	17	OSM-9	0.3331	0.0031
C3	18	OSM-9	0.3354	0.003
C3	19	OSM-9	0.3373	0.0026
C3	20	OSM-9	0.3392	0.0022
C3	21	OSM-9	0.3424	0.0031
C3	22	OSM-9	0.3427	0.001
C3	23	OSM-9	0.3448	0.0009
C3	24	OSM-9	0.347	0.0007
C3	25	OSM-9	0.3497	0.0011
C3	26	OSM-9	0.3504	-0.0005
C3	27	OSM-9	0.3513	-0.0019
C3	28	OSM-9	0.3531	-0.0025
C3	29	OSM-9	0.3551	-0.0028
C3	30	OSM-9	0.3571	-0.0031
C3	31	OSM-9	0.3594	-0.0031
C3	32	OSM-9	0.3651	0.0003
C3	33	OSM-9	0.367	-0.0002
C3	34	OSM-9	0.3755	0.006
C3	35	OSM-9	0.3867	0.0149
C3	36	OSM-9	0.4057	0.0315
C3	37	OSM-9	0.4408	0.0643
C3	38	OSM-9	0.5042	0.1254
C3	39	OSM-9	0.6097	0.2286
C3	40	OSM-9	0.7634	0.38
C4	1	OSM-9	0.317	-0.004
C4	2	OSM-9	0.3217	-0.0023
C4	3	OSM-9	0.3232	-0.0038
C4	4	OSM-9	0.3266	-0.0032
C4	5	OSM-9	0.3307	-0.0021
C4	6	OSM-9	0.334	-0.0018
C4	7	OSM-9	0.3377	-0.0011
C4	8	OSM-9	0.3415	-0.0003
C4	9	OSM-9	0.343	-0.0017
C4	10	OSM-9	0.3502	0.0026
C4	11	OSM-9	0.352	0.0014
C4	12	OSM-9	0.3563	0.0027
C4	13	OSM-9	0.3585	0.002
C4	14	OSM-9	0.3612	0.0018
C4	15	OSM-9	0.3648	0.0024
C4	16	OSM-9	0.3677	0.0023
C4	17	OSM-9	0.3692	0.0008
C4	18	OSM-9	0.3734	0.0021
C4	19	OSM-9	0.3764	0.0021
C4	20	OSM-9	0.3792	0.002
C4	21	OSM-9	0.3814	0.0012
C4	22	OSM-9	0.3854	0.0023
C4	23	OSM-9	0.3878	0.0017
C4	24	OSM-9	0.3878	-0.0012
C4	25	OSM-9	0.3918	-0.0002
C4	26	OSM-9	0.394	-0.001
C4	27	OSM-9	0.3964	-0.0015
C4	28	OSM-9	0.3979	-0.003
C4	29	OSM-9	0.4013	-0.0026
C4	30	OSM-9	0.4041	-0.0027
C4	31	OSM-9	0.4091	-0.0007
C4	32	OSM-9	0.4172	0.0044
C4	33	OSM-9	0.4274	0.0116
C4	34	OSM-9	0.4484	0.0297
C4	35	OSM-9	0.4843	0.0627
C4	36	OSM-9	0.5494	0.1248
C4	37	OSM-9	0.6537	0.2261
C4	38	OSM-9	0.8022	0.3716
C4	39	OSM-9	0.9867	0.5532
C4	40	OSM-9	1.1844	0.7479
C5	1	OSM-9	0.32	-0.0006
C5	2	OSM-9	0.3277	0.0037
C5	3	OSM-9	0.3291	0.0017
C5	4	OSM-9	0.3314	0.0007
C5	5	OSM-9	0.3352	0.001
C5	6	OSM-9	0.3385	0.001
C5	7	OSM-9	0.3422	0.0013
C5	8	OSM-9	0.3434	-0.0009
C5	9	OSM-9	0.3471	-0.0005
C5	10	OSM-9	0.3494	-0.0017
C5	11	OSM-9	0.3556	0.0011
C5	12	OSM-9	0.3568	-0.001
C5	13	OSM-9	0.3604	-0.0008
C5	14	OSM-9	0.3639	-0.0007
C5	15	OSM-9	0.365	-0.003
C5	16	OSM-9	0.3684	-0.0029
C5	17	OSM-9	0.3755	0.0008
C5	18	OSM-9	0.3773	-0.0008
C5	19	OSM-9	0.3804	-0.0011
C5	20	OSM-9	0.3865	0.0016
C5	21	OSM-9	0.386	-0.0023
C5	22	OSM-9	0.3934	0.0017
C5	23	OSM-9	0.3969	0.0018
C5	24	OSM-9	0.4014	0.0029
C5	25	OSM-9	0.4098	0.008
C5	26	OSM-9	0.4214	0.0162
C5	27	OSM-9	0.4409	0.0323
C5	28	OSM-9	0.4762	0.0643
C5	29	OSM-9	0.5321	0.1168
C5	30	OSM-9	0.6312	0.2124
C5	31	OSM-9	0.7751	0.353
C5	32	OSM-9	0.9623	0.5368
C5	33	OSM-9	1.1781	0.7492
C5	34	OSM-9	1.3837	0.9515
C5	35	OSM-9	1.5839	1.1483
C5	36	OSM-9	1.7609	1.3219
C5	37	OSM-9	1.9183	1.4759
C5	38	OSM-9	2.0634	1.6176
C5	39	OSM-9	2.187	1.7379
C5	40	OSM-9	2.3122	1.8597
C6	1	OSM-9	0.293	-0.0005
C6	2	OSM-9	0.2978	0.0015
C6	3	OSM-9	0.2998	0.0007
C6	4	OSM-9	0.3015	-0.0003
C6	5	OSM-9	0.3049	0.0002
C6	6	OSM-9	0.3068	-0.0006
C6	7	OSM-9	0.3104	0.0002
C6	8	OSM-9	0.3132	0.0002
C6	9	OSM-9	0.3156	-0.0002
C6	10	OSM-9	0.3184	-0.0002
C6	11	OSM-9	0.3211	-0.0002
C6	12	OSM-9	0.3243	0.0002
C6	13	OSM-9	0.3277	0.0008
C6	14	OSM-9	0.3298	0.0001
C6	15	OSM-9	0.3335	0.001
C6	16	OSM-9	0.3353	0.0001
C6	17	OSM-9	0.3379	-0.0002
C6	18	OSM-9	0.3394	-0.0014
C6	19	OSM-9	0.3419	-0.0017
C6	20	OSM-9	0.3464	0
C6	21	OSM-9	0.348	-0.0012
C6	22	OSM-9	0.3514	-0.0005
C6	23	OSM-9	0.3551	0.0004
C6	24	OSM-9	0.36	0.0025
C6	25	OSM-9	0.3655	0.0052
C6	26	OSM-9	0.3759	0.0128
C6	27	OSM-9	0.3934	0.0276
C6	28	OSM-9	0.4224	0.0537
C6	29	OSM-9	0.4767	0.1053
C6	30	OSM-9	0.5651	0.1909
C6	31	OSM-9	0.6967	0.3197
C6	32	OSM-9	0.8726	0.4929
C6	33	OSM-9	1.0753	0.6928
C6	34	OSM-9	1.2798	0.8945
C6	35	OSM-9	1.4721	1.084
C6	36	OSM-9	1.6452	1.2543
C6	37	OSM-9	1.801	1.4074
C6	38	OSM-9	1.946	1.5496
C6	39	OSM-9	2.0799	1.6806
C6	40	OSM-9	2.2005	1.7984
C7	1	OSM-9	0.3122	0.0049
C7	2	OSM-9	0.3128	0.0032
C7	3	OSM-9	0.3137	0.0017
C7	4	OSM-9	0.3151	0.0009
C7	5	OSM-9	0.3175	0.001
C7	6	OSM-9	0.3194	0.0004
C7	7	OSM-9	0.3199	-0.0013
C7	8	OSM-9	0.3228	-0.0008
C7	9	OSM-9	0.3254	-0.0005
C7	10	OSM-9	0.328	-0.0002
C7	11	OSM-9	0.3303	-0.0003
C7	12	OSM-9	0.333	0.0001
C7	13	OSM-9	0.3345	-0.0007
C7	14	OSM-9	0.3367	-0.0008
C7	15	OSM-9	0.3399	-0
C7	16	OSM-9	0.3415	-0.0008
C7	17	OSM-9	0.3444	-0.0001
C7	18	OSM-9	0.3467	-0.0001
C7	19	OSM-9	0.3487	-0.0005
C7	20	OSM-9	0.3505	-0.001
C7	21	OSM-9	0.3525	-0.0014
C7	22	OSM-9	0.356	-0.0002
C7	23	OSM-9	0.3606	0.002
C7	24	OSM-9	0.3634	0.0025
C7	25	OSM-9	0.3688	0.0056
C7	26	OSM-9	0.3811	0.0156
C7	27	OSM-9	0.4001	0.0322
C7	28	OSM-9	0.4369	0.0667
C7	29	OSM-9	0.5031	0.1306
C7	30	OSM-9	0.6106	0.2357
C7	31	OSM-9	0.7639	0.3868
C7	32	OSM-9	0.9679	0.5884
C7	33	OSM-9	1.1916	0.8097
C7	34	OSM-9	1.4106	1.0265
C7	35	OSM-9	1.6086	1.2221
C7	36	OSM-9	1.7929	1.4041
C7	37	OSM-9	1.9516	1.5605
C7	38	OSM-9	2.1037	1.7102
C7	39	OSM-9	2.2447	1.8489
C7	40	OSM-9	2.3652	1.967
C8	1	OSM-9	0.3494	-0.011
C8	2	OSM-9	0.3584	-0.0056
C8	3	OSM-9	0.3651	-0.0025
C8	4	OSM-9	0.3698	-0.0014
C8	5	OSM-9	0.3749	-0
C8	6	OSM-9	0.3787	0.0001
C8	7	OSM-9	0.3834	0.0012
C8	8	OSM-9	0.387	0.0011
C8	9	OSM-9	0.39	0.0005
C8	10	OSM-9	0.3945	0.0014
C8	11	OSM-9	0.3976	0.0008
C8	12	OSM-9	0.4015	0.0011
C8	13	OSM-9	0.4048	0.0007
C8	14	OSM-9	0.4093	0.0016
C8	15	OSM-9	0.4117	0.0004
C8	16	OSM-9	0.4153	0.0003
C8	17	OSM-9	0.4194	0.0008
C8	18	OSM-9	0.4212	-0.0011
C8	19	OSM-9	0.4246	-0.0014
C8	20	OSM-9	0.4272	-0.0024
C8	21	OSM-9	0.4304	-0.0029
C8	22	OSM-9	0.4333	-0.0036
C8	23	OSM-9	0.4384	-0.0021
C8	24	OSM-9	0.4476	0.0034
C8	25	OSM-9	0.4517	0.0039
C8	26	OSM-9	0.4614	0.0099
C8	27	OSM-9	0.4831	0.028
C8	28	OSM-9	0.5212	0.0625
C8	29	OSM-9	0.5835	0.1212
C8	30	OSM-9	0.6866	0.2206
C8	31	OSM-9	0.8397	0.3701
C8	32	OSM-9	1.0372	0.5639
C8	33	OSM-9	1.2555	0.7786
C8	34	OSM-9	1.473	0.9924
C8	35	OSM-9	1.6741	1.1899
C8	36	OSM-9	1.8589	1.3711
C8	37	OSM-9	2.0241	1.5326
C8	38	OSM-9	2.1719	1.6768
C8	39	OSM-9	2.3137	1.8149
C8	40	OSM-9	2.4437	1.9412
C9	1	OSM-9	0.3457	-0.0169
C9	2	OSM-9	0.3578	-0.0087
C9	3	OSM-9	0.3648	-0.0056
C9	4	OSM-9	0.3706	-0.0035
C9	5	OSM-9	0.3763	-0.0018
C9	6	OSM-9	0.3822	0.0004
C9	7	OSM-9	0.3877	0.002
C9	8	OSM-9	0.3921	0.0026
C9	9	OSM-9	0.3953	0.0019
C9	10	OSM-9	0.4006	0.0033
C9	11	OSM-9	0.403	0.0019
C9	12	OSM-9	0.4074	0.0024
C9	13	OSM-9	0.4112	0.0024
C9	14	OSM-9	0.4134	0.0008
C9	15	OSM-9	0.4177	0.0012
C9	16	OSM-9	0.4209	0.0006
C9	17	OSM-9	0.4237	-0.0005
C9	18	OSM-9	0.426	-0.002
C9	19	OSM-9	0.4297	-0.0021
C9	20	OSM-9	0.4335	-0.0021
C9	21	OSM-9	0.4377	-0.0018
C9	22	OSM-9	0.4433	-0.0001
C9	23	OSM-9	0.4494	0.0022
C9	24	OSM-9	0.4645	0.0134
C9	25	OSM-9	0.4808	0.0259
C9	26	OSM-9	0.519	0.0602
C9	27	OSM-9	0.5838	0.1212
C9	28	OSM-9	0.6882	0.2218
C9	29	OSM-9	0.8502	0.3799
C9	30	OSM-9	1.0591	0.5849
C9	31	OSM-9	1.2942	0.8162
C9	32	OSM-9	1.5239	1.0421
C9	33	OSM-9	1.7358	1.2501
C9	34	OSM-9	1.9265	1.437
C9	35	OSM-9	2.0997	1.6063
C9	36	OSM-9	2.2572	1.76
C9	37	OSM-9	2.3945	1.8935
C9	38	OSM-9	2.5287	2.0238
C9	39	OSM-9	2.6501	2.1413
C9	40	OSM-9	2.7614	2.2488
C10	1	OSM-9	0.3296	-0.0214
