Well	Cycle	Target Name	Rn	dRn
C10	2	OSM-9	0.3433	-0.0115
C10	3	OSM-9	0.3518	-0.0067
C10	4	OSM-9	0.3581	-0.0041
C10	5	OSM-9	0.3642	-0.0018
C10	6	OSM-9	0.369	-0.0007
C10	7	OSM-9	0.3748	0.0013
C10	8	OSM-9	0.3797	0.0025
C10	9	OSM-9	0.3835	0.0026
C10	10	OSM-9	0.388	0.0034
C10	11	OSM-9	0.3921	0.0037
C10	12	OSM-9	0.3956	0.0035
C10	13	OSM-9	0.398	0.0022
C10	14	OSM-9	0.4013	0.0017
C10	15	OSM-9	0.4056	0.0023
C10	16	OSM-9	0.4093	0.0023
C10	17	OSM-9	0.4102	-0.0006
C10	18	OSM-9	0.4124	-0.0022
C10	19	OSM-9	0.4165	-0.0018
C10	20	OSM-9	0.4183	-0.0037
C10	21	OSM-9	0.4233	-0.0025
C10	22	OSM-9	0.4279	-0.0016
C10	23	OSM-9	0.4361	0.0029
C10	24	OSM-9	0.4487	0.0117
C10	25	OSM-9	0.4737	0.033
C10	26	OSM-9	0.5123	0.0679
C10	27	OSM-9	0.5873	0.1391
C10	28	OSM-9	0.7097	0.2578
C10	29	OSM-9	0.8953	0.4397
C10	30	OSM-9	1.1285	0.6691
C10	31	OSM-9	1.3817	0.9185
C10	32	OSM-9	1.6291	1.1622
C10	33	OSM-9	1.8514	1.3808
C10	34	OSM-9	2.0552	1.5808
C10	35	OSM-9	2.2388	1.7607
C10	36	OSM-9	2.4073	1.9255
C10	37	OSM-9	2.5548	2.0693
C10	38	OSM-9	2.6975	2.2082
C10	39	OSM-9	2.8249	2.3319
C10	40	OSM-9	2.9483	2.4516
C11	1	OSM-9	0.2534	-0.0104
C11	2	OSM-9	0.258	-0.0099
C11	3	OSM-9	0.2669	-0.005
C11	4	OSM-9	0.2726	-0.0033
C11	5	OSM-9	0.2791	-0.0009
C11	6	OSM-9	0.2823	-0.0018
C11	7	OSM-9	0.2884	0.0002
C11	8	OSM-9	0.2939	0.0017
C11	9	OSM-9	0.2975	0.0012
C11	10	OSM-9	0.3035	0.0032
C11	11	OSM-9	0.3078	0.0035
C11	12	OSM-9	0.3122	0.0038
C11	13	OSM-9	0.3134	0.0009
C11	14	OSM-9	0.3182	0.0016
C11	15	OSM-9	0.3233	0.0027
C11	16	OSM-9	0.3268	0.0022
C11	17	OSM-9	0.3297	0.001
C11	18	OSM-9	0.3328	0.0001
C11	19	OSM-9	0.3352	-0.0016
C11	20	OSM-9	0.3385	-0.0024
C11	21	OSM-9	0.3406	-0.0043
C11	22	OSM-9	0.3465	-0.0025
C11	23	OSM-9	0.3531	0.0001
C11	24	OSM-9	0.3634	0.0063
C11	25	OSM-9	0.3811	0.0199
C11	26	OSM-9	0.4124	0.0471
C11	27	OSM-9	0.4669	0.0977
C11	28	OSM-9	0.5632	0.1899
C11	29	OSM-9	0.6995	0.3221
C11	30	OSM-9	0.8796	0.4981
C11	31	OSM-9	1.0792	0.6937
C11	32	OSM-9	1.2677	0.8781
C11	33	OSM-9	1.4408	1.0472
C11	34	OSM-9	1.5974	1.1997
C11	35	OSM-9	1.7329	1.3312
C11	36	OSM-9	1.8536	1.4478
C11	37	OSM-9	1.9573	1.5474
C11	38	OSM-9	2.0547	1.6408
C11	39	OSM-9	2.1468	1.7289
C11	40	OSM-9	2.2279	1.8059
C12	1	OSM-9	0.2141	-0.003
C12	2	OSM-9	0.2223	0.0026
C12	3	OSM-9	0.2246	0.0024
C12	4	OSM-9	0.225	0.0003
C12	5	OSM-9	0.2281	0.0009
C12	6	OSM-9	0.2297	-0
C12	7	OSM-9	0.2323	0.0001
C12	8	OSM-9	0.2346	-0.0002
C12	9	OSM-9	0.237	-0.0003
C12	10	OSM-9	0.2392	-0.0006
C12	11	OSM-9	0.2416	-0.0008
C12	12	OSM-9	0.2463	0.0015
C12	13	OSM-9	0.2471	-0.0003
C12	14	OSM-9	0.2482	-0.0016
C12	15	OSM-9	0.2507	-0.0017
C12	16	OSM-9	0.2525	-0.0024
C12	17	OSM-9	0.257	-0.0004
C12	18	OSM-9	0.2589	-0.001
C12	19	OSM-9	0.2614	-0.0011
C12	20	OSM-9	0.2644	-0.0006
C12	21	OSM-9	0.2667	-0.0007
C12	22	OSM-9	0.2711	0.0011
C12	23	OSM-9	0.278	0.0055
C12	24	OSM-9	0.2878	0.0128
C12	25	OSM-9	0.3066	0.0291
C12	26	OSM-9	0.3411	0.0611
C12	27	OSM-9	0.4003	0.1177
C12	28	OSM-9	0.4985	0.2135
C12	29	OSM-9	0.647	0.3594
C12	30	OSM-9	0.8378	0.5476
C12	31	OSM-9	1.0465	0.7538
C12	32	OSM-9	1.2428	0.9477
C12	33	OSM-9	1.426	1.1284
C12	34	OSM-9	1.5909	1.2908
C12	35	OSM-9	1.739	1.4363
C12	36	OSM-9	1.8652	1.56
C12	37	OSM-9	1.9816	1.6739
C12	38	OSM-9	2.0831	1.7728
C12	39	OSM-9	2.19	1.8773
C12	40	OSM-9	2.2796	1.9644
D1	1	TAX-4	0.279	-0.006
D1	2	TAX-4	0.2857	-0.0018
D1	3	TAX-4	0.2883	-0.0018
D1	4	TAX-4	0.2919	-0.0007
D1	5	TAX-4	0.2947	-0.0005
D1	6	TAX-4	0.2961	-0.0016
D1	7	TAX-4	0.3	-0.0002
D1	8	TAX-4	0.3026	-0.0002
D1	9	TAX-4	0.3063	0.001
D1	10	TAX-4	0.309	0.0011
D1	11	TAX-4	0.3119	0.0014
D1	12	TAX-4	0.3153	0.0023
D1	13	TAX-4	0.3172	0.0017
D1	14	TAX-4	0.3186	0.0005
D1	15	TAX-4	0.321	0.0003
D1	16	TAX-4	0.3227	-0.0005
D1	17	TAX-4	0.327	0.0013
D1	18	TAX-4	0.3287	0.0004
D1	19	TAX-4	0.3305	-0.0003
D1	20	TAX-4	0.3327	-0.0006
D1	21	TAX-4	0.3337	-0.0022
D1	22	TAX-4	0.3382	-0.0002
D1	23	TAX-4	0.3402	-0.0008
D1	24	TAX-4	0.3422	-0.0013
D1	25	TAX-4	0.3462	0.0002
D1	26	TAX-4	0.3494	0.0008
D1	27	TAX-4	0.3585	0.0074
D1	28	TAX-4	0.3715	0.0178
D1	29	TAX-4	0.3966	0.0403
D1	30	TAX-4	0.4421	0.0833
D1	31	TAX-4	0.5212	0.1598
D1	32	TAX-4	0.6476	0.2837
D1	33	TAX-4	0.8037	0.4373
D1	34	TAX-4	0.942	0.573
D1	35	TAX-4	1.0643	0.6927
D1	36	TAX-4	1.1754	0.8013
D1	37	TAX-4	1.2783	0.9016
D1	38	TAX-4	1.3815	1.0023
D1	39	TAX-4	1.4764	1.0947
D1	40	TAX-4	1.5701	1.1858
D2	1	TAX-4	0.2948	0.0016
D2	2	TAX-4	0.2973	0.0012
D2	3	TAX-4	0.2984	-0.0006
D2	4	TAX-4	0.3005	-0.0015
D2	5	TAX-4	0.3031	-0.0018
D2	6	TAX-4	0.3069	-0.001
D2	7	TAX-4	0.3107	-0.0001
D2	8	TAX-4	0.3133	-0.0004
D2	9	TAX-4	0.3167	0.0001
D2	10	TAX-4	0.3201	0.0005
D2	11	TAX-4	0.3235	0.0009
D2	12	TAX-4	0.3274	0.0019
D2	13	TAX-4	0.3298	0.0013
D2	14	TAX-4	0.3326	0.0013
D2	15	TAX-4	0.3355	0.0012
D2	16	TAX-4	0.3386	0.0014
D2	17	TAX-4	0.3416	0.0015
D2	18	TAX-4	0.3442	0.0011
D2	19	TAX-4	0.3458	-0.0002
D2	20	TAX-4	0.3494	0.0004
D2	21	TAX-4	0.3513	-0.0006
D2	22	TAX-4	0.3532	-0.0017
D2	23	TAX-4	0.3556	-0.0021
D2	24	TAX-4	0.3596	-0.0011
D2	25	TAX-4	0.3622	-0.0014
D2	26	TAX-4	0.3674	0.0009
D2	27	TAX-4	0.3766	0.0071
D2	28	TAX-4	0.3925	0.02
D2	29	TAX-4	0.4192	0.0439
D2	30	TAX-4	0.4661	0.0878
D2	31	TAX-4	0.5488	0.1675
D2	32	TAX-4	0.6775	0.2933
D2	33	TAX-4	0.8348	0.4477
D2	34	TAX-4	0.9753	0.5852
D2	35	TAX-4	1.1009	0.708
D2	36	TAX-4	1.2145	0.8186
D2	37	TAX-4	1.323	0.9241
D2	38	TAX-4	1.4284	1.0266
D2	39	TAX-4	1.5264	1.1217
D2	40	TAX-4	1.6236	1.216
D3	1	TAX-4	0.2907	-0.003
D3	2	TAX-4	0.2943	-0.0019
D3	3	TAX-4	0.2972	-0.0015
D3	4	TAX-4	0.2989	-0.0023
D3	5	TAX-4	0.3019	-0.0018
D3	6	TAX-4	0.3048	-0.0014
D3	7	TAX-4	0.3077	-0.0011
D3	8	TAX-4	0.3114	0.0001
D3	9	TAX-4	0.3147	0.0009
D3	10	TAX-4	0.3174	0.0011
D3	11	TAX-4	0.3214	0.0026
D3	12	TAX-4	0.3249	0.0036
D3	13	TAX-4	0.3261	0.0023
D3	14	TAX-4	0.3274	0.001
D3	15	TAX-4	0.3307	0.0018
D3	16	TAX-4	0.3328	0.0014
D3	17	TAX-4	0.3346	0.0007
D3	18	TAX-4	0.3366	0.0001
D3	19	TAX-4	0.3383	-0.0007
D3	20	TAX-4	0.341	-0.0005
D3	21	TAX-4	0.3423	-0.0017
D3	22	TAX-4	0.3448	-0.0018
D3	23	TAX-4	0.3469	-0.0021
D3	24	TAX-4	0.3507	-0.0008
D3	25	TAX-4	0.3544	0.0003
D3	26	TAX-4	0.3604	0.0038
D3	27	TAX-4	0.3708	0.0117
D3	28	TAX-4	0.3884	0.0267
D3	29	TAX-4	0.4222	0.0581
D3	30	TAX-4	0.4797	0.1131
D3	31	TAX-4	0.578	0.2088
D3	32	TAX-4	0.7151	0.3434
D3	33	TAX-4	0.8587	0.4845
D3	34	TAX-4	0.9792	0.6025
D3	35	TAX-4	1.0913	0.712
D3	36	TAX-4	1.191	0.8092
D3	37	TAX-4	1.2858	0.9016
D3	38	TAX-4	1.3805	0.9937
D3	39	TAX-4	1.4658	1.0765
D3	40	TAX-4	1.552	1.1602
D4	1	TAX-4	0.3023	0.0005
D4	2	TAX-4	0.3057	0.001
D4	3	TAX-4	0.3052	-0.0024
D4	4	TAX-4	0.3082	-0.0023
D4	5	TAX-4	0.3126	-0.0009
D4	6	TAX-4	0.3153	-0.0011
D4	7	TAX-4	0.3194	0.0001
D4	8	TAX-4	0.323	0.0008
D4	9	TAX-4	0.323	-0.0022
D4	10	TAX-4	0.3321	0.0041
D4	11	TAX-4	0.3328	0.0018
D4	12	TAX-4	0.3371	0.0033
D4	13	TAX-4	0.3383	0.0015
D4	14	TAX-4	0.3403	0.0006
D4	15	TAX-4	0.3449	0.0023
D4	16	TAX-4	0.3459	0.0003
D4	17	TAX-4	0.3499	0.0014
D4	18	TAX-4	0.3513	-0.0001
D4	19	TAX-4	0.3544	0.0001
D4	20	TAX-4	0.3555	-0.0017
D4	21	TAX-4	0.3593	-0.0008
D4	22	TAX-4	0.3609	-0.0022
D4	23	TAX-4	0.3636	-0.0024
D4	24	TAX-4	0.3655	-0.0034
D4	25	TAX-4	0.3719	0.0001
D4	26	TAX-4	0.378	0.0032
D4	27	TAX-4	0.3871	0.0094
D4	28	TAX-4	0.4039	0.0234
D4	29	TAX-4	0.4368	0.0533
D4	30	TAX-4	0.4937	0.1073
D4	31	TAX-4	0.5896	0.2003
D4	32	TAX-4	0.7264	0.3342
D4	33	TAX-4	0.876	0.4808
D4	34	TAX-4	1.0058	0.6078
D4	35	TAX-4	1.1221	0.7211
D4	36	TAX-4	1.2344	0.8305
D4	37	TAX-4	1.3378	0.931
D4	38	TAX-4	1.435	1.0252
D4	39	TAX-4	1.5321	1.1194
D4	40	TAX-4	1.6263	1.2107
D5	1	TAX-4	0.3255	-0.0104
D5	2	TAX-4	0.335	-0.0043
D5	3	TAX-4	0.3401	-0.0027
D5	4	TAX-4	0.3435	-0.0027
D5	5	TAX-4	0.3477	-0.0019
D5	6	TAX-4	0.3519	-0.0012
D5	7	TAX-4	0.3562	-0.0003
D5	8	TAX-4	0.3613	0.0013
D5	9	TAX-4	0.3655	0.0021
D5	10	TAX-4	0.3685	0.0016
D5	11	TAX-4	0.3723	0.002
D5	12	TAX-4	0.3761	0.0024
D5	13	TAX-4	0.3791	0.0019
D5	14	TAX-4	0.3817	0.0011
D5	15	TAX-4	0.3851	0.0011
D5	16	TAX-4	0.389	0.0015
D5	17	TAX-4	0.3921	0.0012
D5	18	TAX-4	0.3939	-0.0005
D5	19	TAX-4	0.398	0.0002
D5	20	TAX-4	0.4008	-0.0004
D5	21	TAX-4	0.4026	-0.0021
D5	22	TAX-4	0.4059	-0.0022
D5	23	TAX-4	0.4092	-0.0024
D5	24	TAX-4	0.4133	-0.0017
D5	25	TAX-4	0.42	0.0016
D5	26	TAX-4	0.4255	0.0036
D5	27	TAX-4	0.4378	0.0124
D5	28	TAX-4	0.4614	0.0326
D5	29	TAX-4	0.5	0.0679
D5	30	TAX-4	0.5694	0.1338
D5	31	TAX-4	0.6812	0.2421
D5	32	TAX-4	0.8363	0.3937
D5	33	TAX-4	0.9939	0.5479
D5	34	TAX-4	1.1259	0.6765
D5	35	TAX-4	1.2514	0.7986
D5	36	TAX-4	1.3654	0.9091
D5	37	TAX-4	1.4682	1.0085
D5	38	TAX-4	1.5744	1.1113
D5	39	TAX-4	1.6675	1.201
D5	40	TAX-4	1.758	1.288
D6	1	TAX-4	0.2764	0.0001
D6	2	TAX-4	0.2813	0.0023
D6	3	TAX-4	0.283	0.0013
D6	4	TAX-4	0.2839	-0.0005
D6	5	TAX-4	0.2871	0.0001
D6	6	TAX-4	0.289	-0.0007
D6	7	TAX-4	0.2916	-0.0008
D6	8	TAX-4	0.2951	0.0001
D6	9	TAX-4	0.2976	-0.0001
D6	10	TAX-4	0.3009	0.0005
D6	11	TAX-4	0.303	-0.0001
D6	12	TAX-4	0.3061	0.0003
D6	13	TAX-4	0.3093	0.0009
D6	14	TAX-4	0.3112	0.0001
D6	15	TAX-4	0.3147	0.0009
D6	16	TAX-4	0.3166	0.0002
D6	17	TAX-4	0.319	-0.0002
D6	18	TAX-4	0.3214	-0.0004
D6	19	TAX-4	0.3243	-0.0002
D6	20	TAX-4	0.3268	-0.0004
D6	21	TAX-4	0.3279	-0.0019
D6	22	TAX-4	0.3321	-0.0004
D6	23	TAX-4	0.3331	-0.0021
D6	24	TAX-4	0.3367	-0.0012
D6	25	TAX-4	0.3401	-0.0005
D6	26	TAX-4	0.3481	0.0049
D6	27	TAX-4	0.3578	0.0119
D6	28	TAX-4	0.3777	0.0291
D6	29	TAX-4	0.4134	0.0622
D6	30	TAX-4	0.4787	0.1247
D6	31	TAX-4	0.5851	0.2285
D6	32	TAX-4	0.7315	0.3723
D6	33	TAX-4	0.8841	0.5221
D6	34	TAX-4	1.0128	0.6482
D6	35	TAX-4	1.131	0.7637
D6	36	TAX-4	1.2415	0.8715
D6	37	TAX-4	1.3419	0.9692
D6	38	TAX-4	1.4425	1.0671
D6	39	TAX-4	1.5377	1.1597
D6	40	TAX-4	1.6282	1.2475
D7	1	TAX-4	0.3195	-0.0147
D7	2	TAX-4	0.3311	-0.0065
D7	3	TAX-4	0.3367	-0.0042
D7	4	TAX-4	0.3406	-0.0036
D7	5	TAX-4	0.3454	-0.0021
D7	6	TAX-4	0.3488	-0.0021
D7	7	TAX-4	0.3547	0.0005
D7	8	TAX-4	0.3579	0.0005
D7	9	TAX-4	0.3626	0.0019
D7	10	TAX-4	0.367	0.003
D7	11	TAX-4	0.3697	0.0023
D7	12	TAX-4	0.3723	0.0015
D7	13	TAX-4	0.3764	0.0024
D7	14	TAX-4	0.3796	0.0022
D7	15	TAX-4	0.3817	0.001
D7	16	TAX-4	0.3865	0.0025
D7	17	TAX-4	0.3889	0.0016
D7	18	TAX-4	0.3934	0.0028
D7	19	TAX-4	0.3944	0.0005
D7	20	TAX-4	0.3983	0.0011
D7	21	TAX-4	0.3989	-0.0016
D7	22	TAX-4	0.4012	-0.0026
D7	23	TAX-4	0.4047	-0.0024
D7	24	TAX-4	0.4072	-0.0033
D7	25	TAX-4	0.4118	-0.0019
D7	26	TAX-4	0.4176	0.0006
D7	27	TAX-4	0.4284	0.008
D7	28	TAX-4	0.4435	0.0197
D7	29	TAX-4	0.4688	0.0418
D7	30	TAX-4	0.5181	0.0878
D7	31	TAX-4	0.597	0.1633
D7	32	TAX-4	0.7228	0.2858
D7	33	TAX-4	0.8811	0.4408
D7	34	TAX-4	1.0273	0.5837
D7	35	TAX-4	1.1579	0.7109
D7	36	TAX-4	1.2804	0.8302
D7	37	TAX-4	1.396	0.9424
D7	38	TAX-4	1.5078	1.0509
D7	39	TAX-4	1.6129	1.1528
D7	40	TAX-4	1.7141	1.2506
D8	1	TAX-4	0.3593	-0.0186
D8	2	TAX-4	0.371	-0.0104
D8	3	TAX-4	0.378	-0.0071
D8	4	TAX-4	0.3843	-0.0044
D8	5	TAX-4	0.3903	-0.0019
D8	6	TAX-4	0.3949	-0.0009
D8	7	TAX-4	0.4004	0.001
D8	8	TAX-4	0.4042	0.0013
D8	9	TAX-4	0.408	0.0015
D8	10	TAX-4	0.4121	0.002
D8	11	TAX-4	0.416	0.0023
D8	12	TAX-4	0.4194	0.0022
D8	13	TAX-4	0.4245	0.0037
D8	14	TAX-4	0.4284	0.004
D8	15	TAX-4	0.4303	0.0023
D8	16	TAX-4	0.4347	0.0031
D8	17	TAX-4	0.438	0.0029
D8	18	TAX-4	0.4384	-0.0002
D8	19	TAX-4	0.4428	0.0005
D8	20	TAX-4	0.4452	-0.0006
D8	21	TAX-4	0.4489	-0.0005
D8	22	TAX-4	0.4509	-0.0021
D8	23	TAX-4	0.4544	-0.0022
D8	24	TAX-4	0.4569	-0.0032
D8	25	TAX-4	0.4597	-0.004
D8	26	TAX-4	0.465	-0.0023
D8	27	TAX-4	0.4759	0.0051
D8	28	TAX-4	0.4937	0.0193
D8	29	TAX-4	0.524	0.046
D8	30	TAX-4	0.5802	0.0987
D8	31	TAX-4	0.6671	0.182
D8	32	TAX-4	0.8026	0.3139
D8	33	TAX-4	0.9524	0.4602
D8	34	TAX-4	1.0951	0.5992
D8	35	TAX-4	1.2183	0.7189
D8	36	TAX-4	1.336	0.833
D8	37	TAX-4	1.4431	0.9365
D8	38	TAX-4	1.5526	1.0424
D8	39	TAX-4	1.6524	1.1387
D8	40	TAX-4	1.7482	1.2309
D9	1	TAX-4	0.4097	-0.026
D9	2	TAX-4	0.4282	-0.0122
D9	3	TAX-4	0.438	-0.0071
D9	4	TAX-4	0.4458	-0.0039
D9	5	TAX-4	0.4522	-0.0023
D9	6	TAX-4	0.458	-0.0011
D9	7	TAX-4	0.4636	-0.0002
D9	8	TAX-4	0.4704	0.0019
D9	9	TAX-4	0.4759	0.0028
D9	10	TAX-4	0.4817	0.0039
D9	11	TAX-4	0.485	0.0025
D9	12	TAX-4	0.4901	0.0029
D9	13	TAX-4	0.4951	0.0032
D9	14	TAX-4	0.499	0.0025
D9	15	TAX-4	0.5036	0.0024
D9	16	TAX-4	0.5078	0.0019
D9	17	TAX-4	0.5115	0.0009
D9	18	TAX-4	0.5156	0.0004
D9	19	TAX-4	0.5195	-0.0005
D9	20	TAX-4	0.5244	-0.0002
D9	21	TAX-4	0.5292	-0.0001
D9	22	TAX-4	0.5331	-0.0009
D9	23	TAX-4	0.5361	-0.0026
D9	24	TAX-4	0.5394	-0.004
D9	25	TAX-4	0.5457	-0.0023
D9	26	TAX-4	0.554	0.0013
D9	27	TAX-4	0.5676	0.0102
D9	28	TAX-4	0.586	0.024
D9	29	TAX-4	0.6177	0.0509
D9	30	TAX-4	0.6769	0.1054
D9	31	TAX-4	0.7801	0.204
D9	32	TAX-4	0.9313	0.3505
D9	33	TAX-4	1.1001	0.5146
D9	34	TAX-4	1.2457	0.6556
D9	35	TAX-4	1.3746	0.7798
D9	36	TAX-4	1.4958	0.8962
D9	37	TAX-4	1.6051	1.0009
D9	38	TAX-4	1.7119	1.103
D9	39	TAX-4	1.8193	1.2057
D9	40	TAX-4	1.9149	1.2966
D10	1	TAX-4	0.3545	-0.0259
D10	2	TAX-4	0.3713	-0.0134
D10	3	TAX-4	0.3803	-0.0088
D10	4	TAX-4	0.3884	-0.005
D10	5	TAX-4	0.3955	-0.0022
D10	6	TAX-4	0.4012	-0.0009
D10	7	TAX-4	0.4078	0.0015
D10	8	TAX-4	0.4124	0.0017
D10	9	TAX-4	0.4169	0.0019
D10	10	TAX-4	0.4223	0.0029
D10	11	TAX-4	0.427	0.0033
D10	12	TAX-4	0.4315	0.0035
D10	13	TAX-4	0.4357	0.0034
D10	14	TAX-4	0.44	0.0033
D10	15	TAX-4	0.4444	0.0035
D10	16	TAX-4	0.4486	0.0033
D10	17	TAX-4	0.4502	0.0005
D10	18	TAX-4	0.4558	0.0018
D10	19	TAX-4	0.4593	0.001
D10	20	TAX-4	0.4611	-0.0015
D10	21	TAX-4	0.4656	-0.0014
D10	22	TAX-4	0.4701	-0.0012
D10	23	TAX-4	0.4712	-0.0044
D10	24	TAX-4	0.4767	-0.0032
D10	25	TAX-4	0.4812	-0.0031
D10	26	TAX-4	0.4845	-0.0041
D10	27	TAX-4	0.503	0.0101
D10	28	TAX-4	0.5201	0.0228
D10	29	TAX-4	0.5497	0.0481
D10	30	TAX-4	0.5977	0.0918
D10	31	TAX-4	0.6843	0.1741
D10	32	TAX-4	0.814	0.2995
D10	33	TAX-4	0.9737	0.4548
D10	34	TAX-4	1.124	0.6007
D10	35	TAX-4	1.254	0.7264
D10	36	TAX-4	1.3752	0.8433
D10	37	TAX-4	1.4853	0.9491
D10	38	TAX-4	1.594	1.0535
D10	39	TAX-4	1.6981	1.1532
D10	40	TAX-4	1.7943	1.2451
D11	1	TAX-4	0.2563	0.0034
D11	2	TAX-4	0.2573	0.0024
D11	3	TAX-4	0.2587	0.0015
D11	4	TAX-4	0.2591	-0.0002
D11	5	TAX-4	0.2615	0
D11	6	TAX-4	0.2617	-0.002
D11	7	TAX-4	0.2644	-0.0015
D11	8	TAX-4	0.2683	0.0002
D11	9	TAX-4	0.2684	-0.0018
D11	10	TAX-4	0.2737	0.0013
D11	11	TAX-4	0.275	0.0004
D11	12	TAX-4	0.2767	-0.0001
D11	13	TAX-4	0.2778	-0.0011
D11	14	TAX-4	0.2804	-0.0007
D11	15	TAX-4	0.2865	0.0032
D11	16	TAX-4	0.2876	0.0022
D11	17	TAX-4	0.2883	0.0007
D11	18	TAX-4	0.2925	0.0027
D11	19	TAX-4	0.2918	-0.0002
D11	20	TAX-4	0.2925	-0.0017
D11	21	TAX-4	0.2955	-0.0009
D11	22	TAX-4	0.298	-0.0005
D11	23	TAX-4	0.3	-0.0007
D11	24	TAX-4	0.302	-0.0009
D11	25	TAX-4	0.3053	0.0002
D11	26	TAX-4	0.3111	0.0039
D11	27	TAX-4	0.3225	0.0131
D11	28	TAX-4	0.3416	0.03
D11	29	TAX-4	0.375	0.0612
D11	30	TAX-4	0.4333	0.1173
D11	31	TAX-4	0.5399	0.2218
D11	32	TAX-4	0.6878	0.3675
D11	33	TAX-4	0.8396	0.5171
D11	34	TAX-4	0.9706	0.6459
D11	35	TAX-4	1.088	0.7612
D11	36	TAX-4	1.1969	0.8679
D11	37	TAX-4	1.2959	0.9647
D11	38	TAX-4	1.3921	1.0587
D11	39	TAX-4	1.4828	1.1473
D11	40	TAX-4	1.5693	1.2316
D12	1	TAX-4	0.2852	-0.0036
D12	2	TAX-4	0.2908	-0.0004
D12	3	TAX-4	0.2935	-0
D12	4	TAX-4	0.2968	0.0008
D12	5	TAX-4	0.2965	-0.0017
D12	6	TAX-4	0.301	0.0003
D12	7	TAX-4	0.303	-0
D12	8	TAX-4	0.3061	0.0008
D12	9	TAX-4	0.3082	0.0005
D12	10	TAX-4	0.3107	0.0006
D12	11	TAX-4	0.3122	-0.0002
D12	12	TAX-4	0.3158	0.001
D12	13	TAX-4	0.3174	0.0003
D12	14	TAX-4	0.3195	-0
D12	15	TAX-4	0.322	0.0001
D12	16	TAX-4	0.3242	-0.0001
D12	17	TAX-4	0.3257	-0.001
D12	18	TAX-4	0.3279	-0.0011
D12	19	TAX-4	0.3309	-0.0005
D12	20	TAX-4	0.3322	-0.0015
D12	21	TAX-4	0.3355	-0.0006
D12	22	TAX-4	0.3379	-0.0005
D12	23	TAX-4	0.3405	-0.0003
D12	24	TAX-4	0.344	0.0009
D12	25	TAX-4	0.3479	0.0024
D12	26	TAX-4	0.354	0.0061
D12	27	TAX-4	0.3659	0.0156
D12	28	TAX-4	0.384	0.0314
D12	29	TAX-4	0.4185	0.0635
D12	30	TAX-4	0.4815	0.1242
D12	31	TAX-4	0.5859	0.2262
D12	32	TAX-4	0.7337	0.3716
D12	33	TAX-4	0.8867	0.5223
D12	34	TAX-4	1.0163	0.6495
D12	35	TAX-4	1.1299	0.7608
D12	36	TAX-4	1.2377	0.8662
D12	37	TAX-4	1.3396	0.9658
D12	38	TAX-4	1.4344	1.0582
D12	39	TAX-4	1.5301	1.1515
D12	40	TAX-4	1.6175	1.2366
E1	1	TAX-4	0.2245	-0.0071
E1	2	TAX-4	0.2327	-0.0019
E1	3	TAX-4	0.2357	-0.0018
E1	4	TAX-4	0.2382	-0.0022
E1	5	TAX-4	0.2411	-0.0022
E1	6	TAX-4	0.2453	-0.001
E1	7	TAX-4	0.2492	-0
E1	8	TAX-4	0.2513	-0.0009
E1	9	TAX-4	0.2558	0.0007
E1	10	TAX-4	0.2605	0.0025
E1	11	TAX-4	0.2626	0.0017
E1	12	TAX-4	0.2656	0.0016
E1	13	TAX-4	0.2696	0.0027
E1	14	TAX-4	0.2708	0.001
E1	15	TAX-4	0.2736	0.0009
E1	16	TAX-4	0.2782	0.0025
E1	17	TAX-4	0.2799	0.0013
E1	18	TAX-4	0.2819	0.0003
E1	19	TAX-4	0.2842	-0.0003
E1	20	TAX-4	0.2875	0.0001
E1	21	TAX-4	0.2897	-0.0006
E1	22	TAX-4	0.2912	-0.0021
E1	23	TAX-4	0.2946	-0.0016
E1	24	TAX-4	0.2969	-0.0023
E1	25	TAX-4	0.3018	-0.0003
E1	26	TAX-4	0.3086	0.0036
E1	27	TAX-4	0.321	0.0131
E1	28	TAX-4	0.34	0.0291
E1	29	TAX-4	0.3768	0.063
E1	30	TAX-4	0.4443	0.1275
E1	31	TAX-4	0.5502	0.2305
E1	32	TAX-4	0.6987	0.3761
E1	33	TAX-4	0.8494	0.5239
E1	34	TAX-4	0.9737	0.6452
E1	35	TAX-4	1.0924	0.761
E1	36	TAX-4	1.2003	0.8659
E1	37	TAX-4	1.304	0.9667
E1	38	TAX-4	1.4062	1.066
E1	39	TAX-4	1.5013	1.1581
E1	40	TAX-4	1.593	1.2469
E2	1	TAX-4	0.2651	-0.0038
E2	2	TAX-4	0.2715	-0.0001
E2	3	TAX-4	0.2733	-0.0011
E2	4	TAX-4	0.2749	-0.0022
E2	5	TAX-4	0.2779	-0.002
E2	6	TAX-4	0.2806	-0.002
E2	7	TAX-4	0.2852	-0.0002
E2	8	TAX-4	0.2881	0
E2	9	TAX-4	0.2913	0.0005
E2	10	TAX-4	0.2953	0.0018
E2	11	TAX-4	0.298	0.0016
E2	12	TAX-4	0.302	0.0029
E2	13	TAX-4	0.3042	0.0024
E2	14	TAX-4	0.3057	0.0011
E2	15	TAX-4	0.3078	0.0005
E2	16	TAX-4	0.3111	0.0011
E2	17	TAX-4	0.3138	0.001
E2	18	TAX-4	0.3162	0.0006
E2	19	TAX-4	0.3191	0.0008
E2	20	TAX-4	0.3204	-0.0007
E2	21	TAX-4	0.3224	-0.0014
E2	22	TAX-4	0.325	-0.0016
E2	23	TAX-4	0.3283	-0.001
